"As beautiful as the setting sun, as delicate as the morning dew. An angel's dusting from the stars. That can turn the Earth into a frosted moon.",Snow
"When set loose I fly away. Never so cursed as when I go astray.",Fart
"How far will a blind dog walk into a forest?",Halfway
"Face with a tree, skin like the sea. A great beast I am. Yet vermin frightens me.",Elephant
"I sleep by day, I fly by night. I have no feathers to aid my flight.",Bat
"I am mother and father, but never birth or nurse. I'm rarely still, but I never wander.",Tree
"What goes in the water red, and comes out black?",Iron
"Grows from the ground, bushes and grass, leaves of yellow, red and brow, unruly plants, get the axe, trim the hedge back down.",Hair
"What can touch someone once and last them a life time?",Love
"A dragons tooth in a mortals hand, I kill, I maim, I divide the land.",Sword
"No sooner spoken than broken.",Silence
"Though desert men once called me God, today men call me mad. For I wag my tail when I am angry. And growl when I am glad.",Cat
"An open ended barrel, it is shaped like a hive. It is filled with the flesh, and the flesh is alive.",Thimble
"What kind of pet always stays on the floor?",Carpet
"What flies without wings? What passes all things? What mends all sorrow? What brings the morrow?",Time
"What has a neck and no head, two arms but no hands?",Shirt
"Two in a corner, one in a room, none in a house, but one in a shelter.",R
"What does no man want, yet no man want to lose?",Work
"I am the heart that does not beat. If cut, I bleed without blood. I can fly, but have no wings. I can float, but have no fins. I can sing, but have no mouth.",Wood
"Weight in my belly, trees on my back, nails in my ribs, feet I do lack.",Boat
"What is that over the head and under the hat?",Hair
"I bind it and it walks. I loose it and it stops.",Sandal
"My voice is tender, my waist is slender and I'm often invited to play. Yet wherever I go, I must take my bow or else I have nothing to say.",Violin
"Lovely and round, I shine with pale light, grown in the darkness, a lady's delight.",Pearl
"The strangest creature you'll ever find has two eyes in front and a hundred behind.",Peacock
"A little pool with two layers of wall around it. One white and soft and the other dark and hard. Amidst a light brown grassy lawn with an outline of a green grass.",Coconut
"I open wide and tight I shut, Sharp am I and paper-cut fingers too, so do take care, I'm good and bad, so best beware.",Scissors
"Only one color, but not one size. Stuck at the bottom, yet easily flies. Present in sun, but not in rain. Doing no harm, and feeling no pain.",Shadow
"A house of wood in a hidden place. Built without nails or glue. High above the earthen ground. It holds pale gems of blue.",Nest
"Who spends the day at the window, goes to the table for meals. And hides at night?",Fly
"The beginning of eternity, the end of time and space, the beginning of every end, the end of every place.",E
"Always old, sometimes new. Never sad, sometimes blue. Never empty, sometimes full. Never pushes, always pulls.",Moon
"I bubble and laugh and spit water in your face. I am no lady, and I don't wear lace.",Fountain
"My teeth are sharp, my back is straight, to cut things up it is my fate.",Saw
"I love to dance and twist and prance. I shake my tail, as away I sail. Wingless I fly into the sky.",Kite
"I usually wear a yellow coat. I usually have a dark head. I make marks wherever I go.",Pencil
"My life is often a volume of grief, your help is needed to turn a new leaf. Stiff is my spine and my body is pale. But I'm always ready to tell a tale.",Book
"I cost no money to use, or conscious effort to take part of. And as far as you can see, there is nothing to me. But without me, you are dead.",Air
"Soldiers line up spaced with pride. Two long rows lined side by side. One sole unit can decide, if the rows will unit or divide.",Zipper
"What measures out time. Until in time all is smashed to it?",Sand
"I turn around once. What is out will not get in. I turn around again. What is in will not get out.",Key
"Who is he that runs without a leg. And his house on his back?",Snail
"What has roots as nobody sees, is taller than trees. Up, up it goes, and yet never grows?",Mountain
"Come up and let us go. Go down and here we stay.",Anchor
"They have not flesh, nor feathers, nor scales, nor bone. Yet they have fingers and thumbs of their own.",Gloves
"Long slim and slender. Dark as homemade thunder. Keen eyes and peaked nose. Scares the Devil wherever it goes.",Snake
"What is put on a table, cut, but never eaten?",Deck
"The sharp slim blade, that cuts the wind.",Grass
"Although my cow is dead, I still beat her What a racket she makes.",Drum
"I have four wings but cannot fly. I never laugh and never cry. On the same spot always found, toiling away with little sound.",Windmill
"All about the house, with his lady he dances, yet he always works, and never romances.",Broom
"I walked and walked and at last I got it. I didn't want it. So I stopped and looked for it. When I found it, I threw it away.",Thorn
"Two in a whole and four in a pair. And six in a trio you see. And eight's a quartet but what you must get. Is the name that fits just one of me?",Half
"I drive men mad for love of me. Easily beaten, never free.",Gold
"I go around in circles, but always straight ahead. Never complain, no matter where I am led.",Wheel
"You use a knife to slice my head. And weep beside me when I am dead.",Onion
"Turns us on our backs, and open up our stomachs. You will be the wisest of men though at start a lummox.",Books
"Thousands lay up gold within this house. But no man made it. Spears past counting guard this house, but no man wards it.",Beehive
"What goes around the world and stays in a corner?",Stamp
"What has to be broken before it can be used?",Egg
"Double my number, I'm less than a score. Half of my number is less than four. Add one to my double when bakers are near. Days of the week are still greater, I fear.",Six
"In buckles or lace, they help set the pace. The farther you go, the thinner they grow.",Shoes
"When young, I am sweet in the sun. When middle-aged, I make you gay. When old, I am valued more than ever.",Wine
"Forward I'm heavy, but backwards I'm not.",Ton
"Hard to catch, easy to hold. Can't be seen, unless it's cold.",Breath
"Two little holes in the side of a hill. Just as you come to the cherry-red mill.",Nose
"When you stop and look, you can always see me. If you try to touch, you cannot feel me. I cannot move, but as you near me, I will move away from you.",Horizon
"A dagger thrust at my own heart, dictates the way I'm swayed. Left I stand, and right I yield, to the twisting of the blade.",Lock
"What instrument can make any sound and be heart, but not touched or seen?",Voice
"What goes further the slower it goes?",Money
"I can run but not walk. Wherever I go, thought follows close behind.",Nose
"Used left or right, I get to travel over cobblestone or gravel. Used up, I vie for sweet success, used down, I cause men great duress.",Thumb
"What goes through the door without pinching itself? What sits on the stove without burning itself? What sits on the table and is not ashamed?",Sun
"The moon is my father. The sea is my mother. I have a million brothers. I die when I reach land.",Wave
"What always goes to bed with his shoes on?",Horse
"My thunder comes before the lightning. My lightning comes before the clouds. My rain dries all the land it touches.",Volcano
"My love, when I gaze on thy beautiful face. Careering along, yet always in place, the thought has often come into my mind. If I ever shall see thy glorious behind.",Moon
"What starts with a 'T', ends with a 'T', and has T in it?",Teapot
"Today he is there to trip you up. And he will torture you tomorrow. Yet he is also there to ease the pain, when you are lost in grief and sorrow.",Alcohol
"Inside a burning house, this thing is best to make. And best to make it quickly, before the fire's too much to take.",Haste
"What is round as a dishpan, deep as a tub, and still the oceans couldn't fill it up?",Sieve
"Gets rid of bad ones, short and tall. Tightens when used, one size fits all.",Noose
"What gets wetter the more it dries.",Towel
"A little house full of meat, no door to go in and eat.",Nut
"A beggar's brother went out to sea and drowned. But the man who drowned had no brother. Who was the beggar to the man who drowned?",Sister
"I can be written, I can be spoken, I can be exposed, I can be broken.",News
"Tall in the morning, short at noon, gone at night. But I'll be back soon.",Shadow
"In the night a mountain, in the morning a meadow.",Bed
"What can be heard and caught but never seen?",Remark
"If a man carried my burden, he would break his back. I am not rich, but leave silver in my track.",Snail
"High born, my touch is gentle. Purest white is my lace. Silence is my kingdom. Green is the color of my death.",Snow
"You heard me before, yet you hear me again, then I die. Until you call me again.",Echo
"What wears a coat in the winter and pants in the summer?",Dog
"I'm not really more than holes tied to more holes. I'm strong as good steel, though not as stiff as a pole.",Chain
"Up on high I wave away but not a word can I say.",Flag
"I am whole but incomplete. I have no eyes, yet I see. You can see, and see right through me. My largest part is one fourth of what I once was.",Skeleton
"They're up near the sky, on something very tall. Sometimes they die, only then do they fall.",Leaves
"Toss me out of the window. You'll find a grieving wife. Pull me back but through the door, and watch someone give life.",N
"I build up castles. I tear down mountains. I make some men blind. I help others to see.",Sand
"Round as a button, deep as a well. If you want me to talk, you must first pull my tail.",Bell
"A house with two occupants, sometimes one, rarely three. Break the walls, eat the boarders, then throw away me.",Peanut
"I have one eye. See near and far. I hold the moments you treasure and the things that make you weep.",Camera
"There are two meanings to me. With one I may need to be broken, with the other I hold on. My favorite characteristic is my charming dimple.",Tie
"With sharp edged wit and pointed poise. It can settle disputes without making a noise.",Sword
"Lighter than what I am made of, more of me is hidden than is seen. I am the bane of the mariner. A tooth within the sea.",Iceberg
"I have one, you have one. If you remove the first letter, a bit remains. If you remove the second, bit still remains. If you remove the third, it still remains.",Habit
"Kings and queens may cling to power. And the jester's got his call. But, as you may all discover. The common one outranks them all.",Ace
"Glittering points that downward thrust. Sparkling spears that never rust.",Icicles
"What I am filled, I can point the way. When I am empty. Nothing moves me. I have two skins. One without and one within.",Gloves
"If you drop me I'm sure to crack. But give me a smile and I'll always smile back.",Mirror
"I make you weak at the worst of all times. I keep you safe, I keep you fine. I make your hands sweat. And your heart grow cold. I visit the weak, but seldom the bold.",Fear
"I run through hills. I veer around mountains. I leap over rivers. And crawl through the forests. Step out your door to find me.",Road
"You can see nothing else when you look in my face. I will look you in the eye and I will never lie.",Mirror
"I have split the one into five. I am the circle that few will spy. I am the path that breaks and gives. I am the bow no man may bend.",Rainbow
"Snake coiled round and round. Snake deep below the ground. Snake that's never had a head. Snake that binds but not with dread.",Rope
"My first is in ocean but never in sea. My second's in wasp but never in bee. My third is in glider and also in flight. My whole is a creature that comes out at night.",Owl
"Dies half its life. Lives the rest. Dances without music. Breathes without breath.",Tree
"What runs around all day. Then lies under the bed. With its tongue hanging out?",Shoe
"You must keep this thing. Its loss will affect your brothers. For once yours is lost, it will soon be lost by others.",Temper
"What can you catch but not throw?",Cold
"Black we are and much admired. Men seek us if they are tired. We tire the horse, comfort man. Guess this riddle if you can.",Coal
"I have a face, yet no senses. But I don't really care, because time is of the essence.",Clock
"If you have it, you want to share it. If you share it, you don't have it.",Secret
"There is one in every corner and two in every room.",O
"It comes only before, it comes only after. Rises only in darkness, but rises only in light. It is always the same, but is yet always different.",Moon
"As soft as silk, as white as milk, as bitter as gall, a thick green wall, and a green coat covers me all.",Walnut
"Three little letters. A paradox to some. The worse that it is, the better it becomes.",Pun
"Almost everyone needs it, asks for it, gives it. But almost nobody takes it.",Advice
"Different lights do make me strange, thus into different sizes I will change.",Pupil
"Ten men's strength, ten men's length. Ten men can't break it, yet a young boy walks off with it.",Rope
"Some try to hide, some try to cheat. But time will show, we always will meet. Try as you might, to guess my name. I promise you'll know, when you I do claim.",Death
"I'm a god. I'm a planet. I measure heat.",Mercury
"I'm white, I'm round, but not always around. Sometimes you see me, sometimes you don't.",Moon
"People are hired to get rid of me. I'm often hiding under your bed. In time I'll always return you see. Bite me and you're surely dead.",Dust
"Die without me, never thank me. Walk right through me, never feel me. Always watching, never speaking. Always lurking, never seen.",Air
"White bird, featherless, flying out of paradise. Flying over sea and land. Dying in my hand.",Snow
"My life can be measured in hours. I serve by being devoured. Thin, I am quick. Fat, I am slow. Wind is my foe.",Candle
"What goes up but never comes down?",Age
"We are all around, yet to us you are half blind. Sunlight makes us invisible, and difficult to find.",Stars
"What's large on Saturday and Sunday. Small on Tuesday, Wednesday, and Thursday, and disappears on Monday and Friday?",S
"What do you fill with empty hands?",Gloves
"Goes over all the hills and hollows. Bites hard, but never swallows.",Frost
"A red drum which sounds without being touched, and grows silent, when it is touched.",Heart
"My second is performed by my first, and it is thought a thief by the marks of my whole might be caught.",Footstep
"The man who made it didn't need it. The man who bought it didn't use it. The man who used it didn't want it.",Coffin
"A hill full, a hole full, yet you cannot catch a bowl full.",Mist
"I am a box that holds black and white keys without locks. Yet they can unlock your soul.",Piano
"What is often returned, but never borrowed/",Thanks
"What word has kst in the middle, in the beginning, and at the end?",Inkstand
"So cold, damp and dark this place. To stay you would refrain, yet those who occupy this place do never complain.",Grave
"What kind of nut is empty at the center and has no shell.",Doughnut
"I have a title and many pages. I am a genteel of genteel descent. I am a killer veteran of war. I am a slave to my lord pledged to his service.",Knight
"Of these things - I have two. One for me - and one for you. And when you ask about the price, I simply smile and nod twice.",Sharing
"At night I come without being fetched. By day I am lost without being stolen.",Stars
"Ripped from my mother's womb. Beaten and burned, I become a blood thirsty killer.",Iron
"I'm very tempting, so its said, I have a shiny coat of red, and my flesh is white beneath. I smell so sweet, taste good to eat, and help to guard your teeth.",Apple
"They made me a mouth, but didn't give me breath. Water gives me life, but the sun brings me death.",Snowman
"We are five little objects of an everyday sort. You will find us all in a tennis court.",Vowels
"What always runs but never walks, often murmurs, never talks. Has a bed but never sleeps, has a mouth but never eats?",River
"I can be cracked, I can be made. I can be told, I can be played.",Joke
"My children are near and far. No matter that I know where they are. The gift I give them make their day. But if I were gone they would wander away.",Sun
"Screaming, soaring seeking sky. Flowers of fire flying high. Eastern art from ancient time. Name me now and solve this rhyme.",Firework
"Who is it that rows quickly with four oars, but never comes out from under his own roof?",Turtle
"Who works when he plays and plays when he works?",Musician
"My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am toast.",Pig
"Reaching stiffly for the sky, I bare my fingers when its cold. In warmth I wear an emerald glove and in between I dress in gold.",Tree
"What has a single eye but cannot see?",A needle
"I'm light as a feather, yet the strongest man can't hold me for more than 5 minutes. What am I?",Breath.
"What goes in the water black and comes out red?",A lobster.
"What two things can you never eat for breakfast?",Lunch and dinner.
"What is brown and sticky?",A stick.
"What asks but never answers?",An owl
"What loses its head in the morning and gets it back at night?",A pillow
"What building has the most stories?",A library.
"I occur once in a minute...",The letter 'm'
"What is the difference between a grandmother and a granary?",One is one's born-kin, the other is one's corn-bin
"I pass before the sun, but make no shadow. What am I?",Wind
"Lighter than a feather, but a man cannot hold me for long...",Breath
"I have a hundred legs and cannot stand, a long neck but no head, and I eat the maid's life.",Broom
